Symbol ,Date ,PREV. CLOSE ,Open Price ,High Price ,Low Price ,Close Price ,Total Traded Quantity ,Total Traded Value in Rs.,Number of Trades 
WIPRO,09-Oct-25,1.5,1,2.09,1,1.65,"2,60,499","3,47,690.00",55
WIPRO,09-Oct-25,1,0.69,0.69,0.69,0.69,5,3,1
WIPRO,08-Oct-25,551.8,0.63,1.1,0.63,1.02,"5,26,597","5,42,690.00",158
WIPRO,08-Oct-25,2,1.25,2,1,1.5,"45,473","64,910.00",47
WIPRO,08-Oct-25,1.35,1,1.2,0.7,1,"1,52,900","1,55,087.00",68
WIPRO,07-Oct-25,1.1,0.99,1.65,0.84,1.35,"3,71,552","4,72,916.00",148
WIPRO,07-Oct-25,0.24,1.02,2,1.01,2,"13,602","15,384.00",5
WIPRO,06-Oct-25,1.51,1.5,1.5,1.1,1.1,"49,296","73,461.00",13
WIPRO,04-Oct-25,1.51,0.15,0.15,0.15,0.15,10,2,1
WIPRO,04-Oct-25,0.01,0.05,0.05,0.05,0.05,150,8,1
WIPRO,03-Oct-25,1.33,1.55,1.85,1.4,1.51,"22,18,729","36,46,777.00",527
WIPRO,01-Oct-25,1.49,1.3,1.99,1.05,1.33,"28,07,475","41,12,931.00",231
WIPRO,30-Sep-25,0.5,0.15,0.25,0.15,0.21,"75,000","14,200.00",6
WIPRO,30-Sep-25,1.2,1.2,1.5,1.1,1.49,"11,89,391","15,69,826.00",250
WIPRO,30-Sep-25,0.75,0.24,0.24,0.24,0.24,"29,436","7,065.00",4
WIPRO,30-Sep-25,1.25,1.29,1.4,1,1.01,"10,89,696","13,89,129.00",277
WIPRO,29-Sep-25,0.03,0.5,0.5,0.5,0.5,1,1,1
WIPRO,29-Sep-25,1,1,1.4,1,1.2,"32,54,974","39,25,547.00",270
WIPRO,29-Sep-25,1.06,1.15,1.5,1,1.25,"15,12,082","19,55,956.00",242
WIPRO,26-Sep-25,0.01,0.03,0.03,0.03,0.03,"15,000",450,1
WIPRO,26-Sep-25,0.9,0.99,1.5,0.75,1,"11,89,962","12,34,358.00",150
WIPRO,26-Sep-25,0.82,0.9,1.3,0.9,1.06,"48,56,328","54,54,913.00",610
WIPRO,25-Sep-25,0.75,0.93,1.14,0.82,0.82,"17,85,443","17,66,700.00",188
WIPRO,25-Sep-25,0.75,0.55,0.9,0.55,0.9,"2,79,900","2,09,110.00",59
WIPRO,25-Sep-25,28.51,0.01,0.01,0.01,0.01,"3,84,081","3,841.00",1
WIPRO,23-Sep-25,0.79,0.61,0.8,0.6,0.75,"8,10,210","5,95,633.00",19
WIPRO,23-Sep-25,0.74,0.75,0.75,0.75,0.75,300,225,1
WIPRO,22-Sep-25,0.75,0.7,0.8,0.7,0.79,"3,17,621","2,41,551.00",11
WIPRO,22-Sep-25,0.78,0.7,0.75,0.7,0.74,"26,598","19,443.00",7
WIPRO,19-Sep-25,0.62,0.5,0.9,0.5,0.75,"4,87,332","3,89,729.00",8
WIPRO,18-Sep-25,0.8,0.62,0.62,0.62,0.62,200,124,1
WIPRO,18-Sep-25,0.81,0.8,0.8,0.7,0.78,"1,61,950","1,23,405.00",16
WIPRO,17-Sep-25,0.88,0.81,0.81,0.81,0.81,"40,978","33,192.00",5
WIPRO,17-Sep-25,0.92,0.86,0.86,0.76,0.8,"1,11,800","87,848.00",15
WIPRO,16-Sep-25,0.9,0.9,0.95,0.8,0.92,"7,21,006","6,48,890.00",60
WIPRO,16-Sep-25,1,0.8,0.88,0.8,0.88,"6,000","4,880.00",2
WIPRO,16-Sep-25,0.01,0.01,0.01,0.01,0.01,"3,000",30,1
WIPRO,15-Sep-25,1,0.62,0.9,0.62,0.9,"14,50,573","13,00,693.00",173
WIPRO,15-Sep-25,0.01,0.02,0.02,0.01,0.01,"9,000",150,2
WIPRO,12-Sep-25,0.93,0.5,1,0.5,1,"27,690","27,465.00",3
WIPRO,12-Sep-25,0.98,0.98,1,0.6,1,"5,39,560","5,38,164.00",130
WIPRO,11-Sep-25,1.05,0.9,0.99,0.9,0.93,"2,34,116","2,14,755.00",18
WIPRO,11-Sep-25,1.05,0.95,1,0.81,0.98,"4,11,216","4,10,196.00",22
WIPRO,11-Sep-25,0.45,0.01,0.05,0.01,0.01,"82,234","2,241.00",18
WIPRO,10-Sep-25,0.7,1,1.15,1,1.05,"19,42,185","19,95,880.00",187
WIPRO,10-Sep-25,0.9,0.92,1.05,0.8,1.05,"3,99,416","3,89,828.00",21
WIPRO,09-Sep-25,0.99,1,1,0.7,0.7,"6,62,882","6,55,841.00",72
WIPRO,09-Sep-25,0.6,0.01,0.45,0.01,0.45,"1,588",20,4
WIPRO,09-Sep-25,1.6,0.98,0.98,0.85,0.9,"6,08,280","5,18,738.00",9
WIPRO,08-Sep-25,0.85,0.8,1.01,0.8,0.99,"2,04,587","1,94,304.00",73
WIPRO,05-Sep-25,1.06,1,1.6,1,1.6,"3,000","3,230.00",3
WIPRO,05-Sep-25,0.61,0.78,0.8,0.55,0.6,"66,001","37,913.00",24
WIPRO,05-Sep-25,536.2,0.6,0.85,0.6,0.85,"3,21,804","2,48,263.00",47
WIPRO,04-Sep-25,1.41,0.9,1,0.61,0.61,"81,000","77,762.00",16
WIPRO,04-Sep-25,2,1.2,1.2,1.06,1.06,"52,226","60,400.00",8
WIPRO,03-Sep-25,1.9,2,2.2,1.9,2,"1,29,000","2,61,700.00",15
WIPRO,03-Sep-25,1,1.26,1.55,1.2,1.41,"6,83,849","10,02,670.00",173
WIPRO,02-Sep-25,0.24,1.6,1.9,1.25,1.9,"33,000","51,815.00",7
WIPRO,02-Sep-25,1.8,0.75,1.5,0.75,1,"6,46,656","7,74,491.00",88
